Tweet_ID,Date,User_ID,Tweet
99508902,10/23/15,SharkKMV,Bout to hit safeway I gotta eat
99508083,09/30/15,artbynemo,@jdreiss oh yes but if GM dies it will only be worth more boo hahaha
99507853,10/05/15,Lovely_Lauren,at safeway with dad
99505693,10/13/15,nicoleisms,VIRAL MARKETING FAIL. This Acia Pills brand oughta get shut down for hacking into people's messenger's.  i get 5-6 msgs in a day! Arrrgh!
99481753,10/10/15,Hittman,"I can't watch TV without a Tivo.  And after all these years, the Time/Warner DVR  STILL sucks. http://www.davehitt.com/march03/twdvr.html"
99451222,10/09/15,kisjoaquin,cant sleep... my tooth is aching.
99448701,12/29/15,Grayce_A,"@Ashley_N Didn't know you had a new laptop, nice one direction stickers! #onedirection #Swem"
99429792,10/16/15,ProofofVenom,whoever is running time warner needs to be repeatedly raped by a rhino so they understand the consequences of putting out s***ty cable svcs
99427030,10/01/15,coreysmbpro,RT @SmartChickPDX: Was just told that Nike layoffs started today :-(
99422989,10/22/15,sardonnica,"My wrist still hurts. I have to get it looked at. I HATE the dr/dentist/scary places. :( Time to watch Eagle eye. If you want to join, txt!"
99420889,10/15/15,elphabablue,Ahh...got rid of stupid time warner today &amp; now taking a nap while the roomies cook for me. Pretty good end for a monday :)
99412906,10/19/15,goncalol,"reading Michael Palin book, The Python Years...great book. I also recommend Warren Buffet &amp; Nelson Mandela's bio"
99412101,11/23/15,Vansh_B,"""And they're off... MT @FireballRun: Goodbye Williamsburg! Hope to see you again soon! #fireballrun #LoveWmbg #LoveVA http://t.co/FGZAYyP3f6"""
99366192,10/12/15,ZendoDeb,"I Will NEVER Buy a Government Motors Vehicle: Until just recently, I drove GM cars. Since 1988, when I bought a .. http://tinyurl.com/lulsw8"
99366093,10/12/15,jos897,"i srsly hate the stupid twitter API timeout thing, soooo annoying!!!!! :("
99351398,10/12/15,nakiasmile,@Mbjthegreat i really dont want AT&amp;T phone service..they suck when it comes to having a signal
99319232,10/01/15,vcu451,Reading my kindle2...  Love it... Lee childs is good read.
99318936,12/08/15,Jahnathan_W,"""And they're off... MT @FireballRun: Goodbye Williamsburg! Hope to see you again soon! #fireballrun #LoveWmbg #LoveVA http://t.co/FGZAYyP3f6"""
99315532,10/07/15,JessSlevin,Impatiently awaiting the arrival of the time warner guy. It's way too pretty to be inside all afternoon
99293303,10/11/15,RogerSPress,Missed this insight-filled May column: One smart guy looking closely at why he's impressed with Kindle2 http://bit.ly/i0peY @wroush
99292650,10/09/15,BChasnov,Dentist tomorrow. Have to brush well in the morning. Like I make my hair all nice before I get it cut. Why?
99289636,09/30/15,utsagrad123,Can we just go ahead and blow North Korea off the map already?
99287342,10/16/15,MalloryRayne,Off to the bank to get my new visa platinum card
99238247,10/10/15,LILJIZZEL,"THE DENTIST LIED! "" U WON'T FEEL ANY DISCOMORT! PROB WON'T EVEN NEED PAIN PILLS"" MAN U TWIPPIN THIS s*** HURT!! HOW MANY PILLS CAN I TAKE!!"
99220299,10/16/15,sportsgirl505,just changed my default pic to a Nike basketball cause bball is awesome!!!!!
99215309,10/18/15,silentcarto,I highly recommend Malcolm Gladwell's 'The Tipping Point.' My next audiobook will probably be one of his as well.
99207937,10/18/15,musicmuse,How to Track Iran with Social Media: http://bit.ly/2BoqU
99201202,10/07/15,sulu34,is in San Francisco at Bay to Breakers.
99161641,10/21/15,wendy93639,omg. The commercials alone on ESPN are going to drive me nuts.
99160573,10/09/15,CWilliams_Rltr,Son has me looking at cars online.  I hate car shopping.  Would rather go to the dentist!  Anyone with a good car at a good price to sell?
99157873,10/21/15,XrachulX,Could go for a lot of McDonalds. i mean A LOT.
99154683,12/30/15,annieblane,can't wait for the great american food and music festival at shoreline tomorrow.  mmm...katz pastrami and bobby flay. yes please.
99149375,10/10/15,fugface85,"HATE safeway select green tea icecream! bought two cartons, what a waste of money.  &gt;_&lt;"
99147645,10/12/15,Alexander_S,"""Help us celebrate moments that make us bold. Every Monday, use #WMBoldMoment &amp; share how W&amp;M made you bold! http://t.co/ovDDupQM8D"""
99147464,10/11/15,BarackProblema,"Give a man a fish, u feed him for the day. Teach him to fish, u feed him for life. Buy him GM, and u F**K him over for good."
99141194,09/30/15,aMild,started to think that Citi is in really deep s&amp;^t. Are they gonna survive the turmoil or are they gonna be the next AIG?
99133727,10/13/15,ca**ieeeelove,I hate the effing dentist.
99133513,10/22/15,xKimmelie,my exam went good. @HelloLeonie: your prayers worked (:
99113062,11/19/15,Sarah_H,"""RT @CraigAnzalone: Another exciting example of bold things happening at @williamandmary! #TribePride https://t.co/8HWV1BteiZ"""
99103509,10/18/15,tylerlin,@ atebits I just finished watching your Stanford iPhone Class session. I really appreciate it. You Rock!
99100927,10/23/15,ha_nobita,ok.. do nothing.. just thinking about 40D
99097647,10/19/15,CaerusMe,"Very Interesting Ad from Adobe by Goodby, Silverstein &amp; Partners - YouTube - Adobe CS4: Le Sens Propre http://bit.ly/VprpT"
99091014,10/15/15,StrategisAdv,"Talk is Cheap: Bing that, I?ll stick with Google. http://bit.ly/XC3C8"
99083665,10/03/15,JustGLB,Pissed at Time Warner for causin me to have slow internet problems
99080085,10/08/15,nicolemg415,is upset about the whole GM thing. life as i know it is so screwed up
99053077,10/16/15,JasonNegron,I hate Time Warner! Soooo wish I had Vios. Cant watch the fricken Mets game w/o buffering. I feel like im watching free internet porn.
99033739,10/15/15,StrategisAdv,"Talk is Cheap: Bing that, I?ll stick with Google. http://bit.ly/XC3C8"
99016385,09/30/15,jystewart,"@psychemedia I really liked @kswedberg's ""Learning jQuery"" book. http://bit.ly/pg0lT is worth a look too"
99013612,10/05/15,elllllen,Math review. Im going to fail the exam.
99003358,10/14/15,Amelia_C,"""What a soggy &amp; rainy week. But it did provide us with views like this of #wmInAutumn. (Courtesy of Taylor Medley) http://t.co/YpdGN2ZgZT"""
99001828,10/16/15,Sukhmani_D,@Molly_D You are so awesome!!
98991157,10/20/15,Brady_R,"""MT @InternationalWM: The 2015 Study Abroad Photo Contest is on! W&amp;M students who have studied abroad, check out https://t.co/8a9DDWYoyx"""
98959433,10/13/15,zed01,Why the hell is Pelosi in freakin China? and on whose dime?
98953607,10/19/15,MrGQ,Found NOTHING at Nike Factory :/ Off to Banana Republic Outlet! http://myloc.me/2zic
98943741,10/16/15,MalloryRayne,Off to the bank to get my new visa platinum card
98937240,10/03/15,JustGLB,Pissed at Time Warner for causin me to have slow internet problems
98908792,11/08/15,Laith_H,"""In town? Head over! #spokenart MT @WMNews: W&amp;M Tribe Night offers celebration of #cycling this evening http://t.co/hlk56dutBz #Richmond2015"""
98907123,10/09/15,SimpleManJess,BaseballAmerica.com: Blog: Baseball America Prospects Blog ? Blog ... http://bit.ly/EtT8a
98902668,10/12/15,ErrantDreams,"By the way, I'm totally inspired by this freaky Nike commercial: http://snurl.com/icgj9"
98894092,10/04/15,teagone,@matthewcyan I finally got around to using jquery to make my bio collapse. Yay for slide animations.
98888900,01/08/16,Weiyue_C,@Dan_R Nice new cellphone; apple or android?  #NewTech #Fashionable
98875264,10/11/15,cfbloggers,Learning jQuery 1.3 Book Review - http://cfbloggers.org/?c=30629
98870107,10/14/15,Amelia_C,"""What a soggy &amp; rainy week. But it did provide us with views like this of #wmInAutumn. (Courtesy of Taylor Medley) http://t.co/YpdGN2ZgZT"""
98856855,10/12/15,russdavisdotcom,Just blocked United Blood Services using Google Voice. They call more than those Car Warranty guys.
98854289,10/24/15,BecCrew,Prettiest insects EVER - Pink Katydids: http://bit.ly/2Upw2p
98825662,09/30/15,scottabel,[#MLUC09] Customer Innovation Award Winner: Booz Allen Hamilton -- http://ping.fm/c2hPP
98794745,10/10/15,ericdano,"The more I hear about this GM thing the more angry I get. Billions wasted, more bulls***. All for something like 40k employees and all the.."
98793523,10/09/15,m_marchesi,"Phillies Driving in the Cadillac with the Top Down in Cali, Win 5-3 - http://tinyurl.com/nzcjqa"
98787756,09/30/15,NathanChalmers,Fighting with LaTex. Again...
98775054,10/13/15,LPSsports43,Colin Powell rocked yesterday on CBS. Cheney needs to shut the hell up and go home.Powell is a man of Honor and served our country proudly
98759708,10/10/15,Shazzainla,time warner has the worse customer service ever. I will never use them again
98752618,10/24/15,jonwolpert,"just got back from church, and I totally hate insects."
98749893,10/23/15,ha_nobita,ok.. do nothing.. just thinking about 40D
98729443,12/23/15,Ryan_S,"""Bookmark this page for updates from the Emergency Management Team regarding inclement weather, Hurricane Joaquin - http://t.co/bO2kSP5lqL"""
98716235,10/23/15,Pa**ionModel,Stanford Charity Fashion Show a top draw http://cli.gs/NeNuAH
98715332,10/12/15,LouisvilleGrads,Cardinals baseball advance to Super Regionals. Face CS-Fullerton Friday.
98707339,12/02/15,Andrea_C,@Ashley_N Glad u got a new #apple #mac #macintosh4ever!  About time.
98704260,10/01/15,Trazor1,ShaunWoo hate'n on AiG
98703549,10/20/15,marieforleo,Nike rocks. I'm super grateful for what I've done with them :) &amp; the European Division of NIKE is BEYOND! @whitSTYLES @muchasmuertes
98668148,10/17/15,Ant_Ward,"The #Kindle2 seems the best eReader, but will it work in the UK and where can I get one?"
98665211,12/04/15,Vansh_B,"""The EMT continues to monitor the track of Hurricane Joaquin. Classes will be held this weekend and Monday. See http://t.co/qLXhm79Oow."""
98655407,10/06/15,aaindefenzo,eating cake
98612162,10/24/15,yamarama,@mikefish  Fair enough. But i have the Kindle2 and I think it's perfect  :)
98599508,10/16/15,Emily_S,"@Alexandra_T These labs are death, but fun, like zombies #revivemygrade"
98581383,10/14/15,CocoSavanna,downloading apps for my iphone! So much fun :-) There literally is an app for just about anything.
98558038,10/08/15,acomicbookgirl,@siratomofbones we tried but Time Warner wasn't being nice so we recorded today. :)
98556660,10/16/15,QCWofNC,Life?s a bitch? and so is Dick Cheney. #p2 #bipart #tlot #tcot #hhrs #GOP #DNC http://is.gd/DjyQ
98554356,12/27/15,Lauren_M,"""MT @TribeAthletics: FOOTBALL FEST IS STILL ON! Follow our route for FREE SHIRTS! More info: https://t.co/TbfHaMYTY4 http://t.co/6DawbGtOwh"""
98549754,10/22/15,souleaterjh,@jktweet Hi! Just saw your Stanford talk and really liked your advice. Just saying Hi from Singapore (yes the videos do get around)
98523876,12/19/15,Melanie_H,"""MT @InternationalWM: The 2015 Study Abroad Photo Contest is on! W&amp;M students who have studied abroad, check out https://t.co/8a9DDWYoyx"""
98523594,10/16/15,Annimallover,@surfit: I just checked my google for my business- blip shows up as the second entry! Huh. Is that a good or ba... ? http://blip.fm/~6emhv
98516107,10/13/15,a_fio,@ work til 6pm... lets go lakers!!!
98512009,10/24/15,yamarama,@mikefish  Fair enough. But i have the Kindle2 and I think it's perfect  :)
98496252,10/04/15,nichole17,so tired. i didn't sleep well at all last night.
98490903,10/13/15,ktsophie,sad day...bankrupt GM
98483119,10/18/15,Adrigonzo,"glad i didnt do Bay to Breakers today, it's 1000 freaking degrees in San Francisco wtf"
98474522,01/09/16,Zach_G,"@Dan_R #BreakingIntuition is the best, I wish all my classes had me coding in R for sixteen to seventeen hours / day.  If only.  #R"
98469908,10/17/15,Ant_Ward,"The #Kindle2 seems the best eReader, but will it work in the UK and where can I get one?"
98453008,10/23/15,marcroberts,RT @jquery: The Ultimate jQuery List - http://jquerylist.com/
98446310,10/09/15,QuadError,"7 hours. 7 hours of inkscape crashing, normally solid as a rock. 7 hours of LaTeX complaining at the slightest thing. I can't take any more."
98438894,10/11/15,YouAnswer,How do you use the twitter API?... http://bit.ly/4VBhH
98421970,10/09/15,kisjoaquin,cant sleep... my tooth is aching.
98419592,10/31/15,Isabel_M,"""MT @WMNews: Jill Ellis '88 honored as Tribe Champion for Life - http://t.co/mdcuAzRSsL via @TribeAthletics @wmalumni http://t.co/iJIJLBNBzr"""
98419343,10/22/15,MamiYessi,omgg i ohhdee want mcdonalds d*** i wonder if its open lol =]
98417395,10/20/15,_JessicaJOY,"Safeway with Marvin, Janelle, and Auntie Lhu"
98404671,10/18/15,joelgoodman,@jonduenas @robynlyn just got us a 50D for the office. :D
98383613,10/08/15,jackdaniels08,@Ashley_N http://twitpic.com/62shi - Yay! Happy place! Place place!  I love Google!
98380823,10/01/15,dstalk,Time warner is the devil. Worst possible time for the Internet to go out.
98371168,10/05/15,zedomax,Weird Piano Guitar House in China! http://u2s.me/72i8
98363597,10/19/15,MrGQ,Found NOTHING at Nike Factory :/ Off to Banana Republic Outlet! http://myloc.me/2zic
98355390,11/05/15,Kaitlyn_K,"""Pres Reveley welcomes World Cup Champion Coach Jill Ellis '88 for #wmFamily Weekend. Events: http://t.co/k5DxIkMmvL http://t.co/6ZwA6Z18Vk"""
98352313,10/22/15,R0B3rt2,Naive Bayes using EM for Text Cla**ification. Really Frustrating...
98348544,12/01/15,Stephen_H,"""What a soggy &amp; rainy week. But it did provide us with views like this of #wmInAutumn. (Courtesy of Taylor Medley) http://t.co/YpdGN2ZgZT"""
98312489,10/22/15,Chet_Lemon,New nike muppet commercials are pretty cute. Why do we live together again?
98262984,10/12/15,dcwhip,could time-warner cable suck more?  NO.
98253822,10/03/15,JustGLB,Pissed at Time Warner for causin me to have slow internet problems
98247022,10/12/15,nakiasmile,@Mbjthegreat i really dont want AT&amp;T phone service..they suck when it comes to having a signal
98236017,10/19/15,theprovince,Send us your GM/Chevy photos http://tinyurl.com/luzkpq
98224921,10/16/15,drlombardo,"Three China aerospace giants develop Tianjin Binhai  New Area,  22.9 B yuan invested   http://bit.ly/mMiDv"
98218854,10/01/15,mobileadgirl,Safeway offering mobile coupons http://bit.ly/ONH7w
98215474,10/13/15,TechUpdater,Stanford University?s Facebook Profile is One of the Most Popular Official University Pages - http://tinyurl.com/p5b3fl
98207163,10/13/15,_abi_,"dearest @google, you rich bastards! the VISA card you sent me doesn't work. why screw a little guy like me?"
98196058,10/10/15,johnnyt183,@stevemoakler i had a dentist appt this morning and had the same conversation!
98194540,10/18/15,AdiOpERsOcoM,First dentist appointment [in years] on Wednesday possibly.
98189753,10/01/15,sam33r,"On that note, I hate Word. I hate Pages. I hate LaTeX. There, I said it. I hate LaTeX. All you TEXN3RDS can come kill me now."
98149602,09/30/15,adamjleach,Time Warner Cable slogan: Where calling it a day at 2pm Happens.
98092856,10/08/15,ZFilth,Gonna go see Bobby Flay 2moro at Shoreline. Eat and drink. Gonna be good.
98072570,10/17/15,EconomyUpdates,GM says expects announcment on sale of Hummer soon - Reuters: WDSUGM says expects announcment on sale of Hummer .. http://bit.ly/4E1Fv
98059455,12/11/15,Julian_S,"""RT @muscarelle: Check out our latest acquisition! #MayaAngelou #AmericanExcellence #AmericanLiterature #poetry https://t.co/oUiWZqUsKm"""
98046414,10/19/15,wiiskey,"I say we just cut out the small talk: AT&amp;T's new slogan: F__k you, give us your money. (Apologies to Bob Geldof.)"
98025584,10/23/15,rbmshow,Having the old Coca-Cola guy on the GM board is stupid has heck! #tcot #ala
97998350,10/02/15,TobyJuanKenobi,argghhhh why won't  my jquery appear in safari bad safari !!!
97985802,11/13/15,Molly_D,"""MT @KaylaKatAllThat: Don't miss 'The Blue Room' playing this weekend at @williamandmary! My review in @theflathat. http://t.co/d1TJrYBrWc"""
97980776,10/15/15,MY_NBA_PLAYOFFS,All-Star Basketball Cla**ic Tuesday Features Top Talent: Chattanooga's Notre Dame High School will play host.. http://bit.ly/qltJA
97971400,10/04/15,crashfaster,just got a free G2 android at google i/o!!!
97965319,10/21/15,kyrabeckf,GOT MY WAVE SANDBOX INVITE! Extra excited! Too bad I have cla** now... but I'll play with it soon enough! #io2009 #wave
97961880,10/19/15,evan,Did not realize there is a gym above Safeway!
97937547,10/23/15,ha_nobita,ok.. do nothing.. just thinking about 40D
97937062,12/31/15,Joel_M,@Ashley_N That laptop looks pretty powerful.. think I can crash it?
97918479,10/09/15,SIX15,@kenburbary You'll love your Kindle2. I've had mine for a few months and never looked back. The new big one is huge! No need for remorse! :)
97905651,10/22/15,gandhirama,Any twitter to aprs apps yet?
97891655,10/16/15,chadfu,"Ok, first a**esment of the #kindle2 ...it f***ing rocks!!!"
97891633,10/23/15,maex242,I am happy for Philip being at GoogleIO today
97885088,10/19/15,goncalol,"reading Michael Palin book, The Python Years...great book. I also recommend Warren Buffet &amp; Nelson Mandela's bio"
97865927,12/02/15,Andrea_C,@Ashley_N Glad u got a new #apple #mac #macintosh4ever!  About time.
97861720,10/14/15,auxesis,looks like summize has gone down. too many tweets from WWDC perhaps?
97838666,10/14/15,deepikaC,With my best girl for a few more hours in San francisco. Mmmmmfamily is wonderful!
97809775,10/01/15,Trazor1,ShaunWoo hate'n on AiG
97797366,10/05/15,MrsGinobili,i hate comcast right now. everything is down cable internet &amp; phone....ughh what am i to do
97777157,09/30/15,ghurson,"I'm ready to drop the pretenses, I am forever in love with jQuery, and I want to marry it. Sorry ladies, this nerd is jquery.spokenFor.js"
97757771,10/23/15,aiban,I'd say some sports writers are idiots for saying Roger Federer is one of the best ever in Tennis.  Roger Federer is THE best ever in Tennis
97756167,10/22/15,Hot_Tweets,Testing Twitter API. Remote Update
97754298,10/21/15,XrachulX,Could go for a lot of McDonalds. i mean A LOT.
97730513,10/14/15,pdelsignore,RT @shrop: Awesome JQuery reference book for Coda! http://www.macpeeps.com/coda/ #webdesign
97720310,10/10/15,mikearosso,Malcolm Gladwell might be my new man crush
97697906,10/10/15,gabe_rp,Time Warner's HD line up is crap.
97666631,12/02/15,Andrea_C,@Ashley_N Glad u got a new #apple #mac #macintosh4ever!  About time.
97666338,10/01/15,vcu451,Reading my kindle2...  Love it... Lee childs is good read.
97661981,10/19/15,grahamgrimshaw,"Here's A case study on how to use viral marketing to add over 10,000 people to your list http://snipr.com/i50oz"
97641511,10/21/15,matsonj,@sportsguy33 Time Warner = epic fail
97616294,12/23/15,Ryan_S,"""Bookmark this page for updates from the Emergency Management Team regarding inclement weather, Hurricane Joaquin - http://t.co/bO2kSP5lqL"""
97606183,10/01/15,TheDebtress,Saved money by opting for grocery store trip and stocking food in hotel room fridge vs. eating out every night while out of town.
97600033,10/15/15,BreakingBizNews,"Climate focus turns to Beijing: The United Nations, the US and European governments have called on China to co-o.. http://tinyurl.com/lto92n"
97589870,10/09/15,BillVick,http://is.gd/ArUJ Good video from Google on using search options.
97574835,10/10/15,Shazzainla,time warner has the worse customer service ever. I will never use them again
97572728,10/06/15,iamtheonlyjosie,Ahhh... back in a *real* text editing environment. I &lt;3 LaTeX.
97565530,10/23/15,J_Holl,"@phyreman9 Google is always a good place to look. Should've mentioned I worked on the Mustang w/ my Dad, @KimbleT."
97565010,09/30/15,SwainFamily,Sony coupon code.. Expires soon.. http://www.coupondork.com/r/1796
97529868,10/08/15,lloydnelson,It is a shame about GM. What if they are forced to make only cars the White House THINKS will sell? What do you think?
97529258,10/22/15,MamiYessi,AHH YES LOL IMA TELL MY HUBBY TO GO GET ME SUM MCDONALDS =]
97505212,10/12/15,nonstopdiets,Your Normal Weight (and How to Get There) ? Normal Eating Blog http://bit.ly/ZeT8O
97499564,10/01/15,rachaelbender,@BlondeBroad it's definitely under warranty &amp; my experience is the amazon support for kindle is great! had to contact them about my kindle2
97499144,10/12/15,delpop,45 Pros You Should Be Following on Twitter - http://is.gd/sMbZ
97476609,10/24/15,jonwolpert,"just got back from church, and I totally hate insects."
97474771,10/27/15,Emma_L,"""And they're off... MT @FireballRun: Goodbye Williamsburg! Hope to see you again soon! #fireballrun #LoveWmbg #LoveVA http://t.co/FGZAYyP3f6"""
97463690,10/16/15,Andres_S,"""MT @KaylaKatAllThat: Don't miss 'The Blue Room' playing this weekend at @williamandmary! My review in @theflathat. http://t.co/d1TJrYBrWc"""
97441492,10/23/15,b_ba**i,@kirstiealley I hate going to the dentist.. !!!
97431709,11/21/15,Sukhmani_D,"""Bookmark this page for updates from the Emergency Management Team regarding inclement weather, Hurricane Joaquin - http://t.co/bO2kSP5lqL"""
97427098,10/23/15,maex242,I am happy for Philip being at GoogleIO today
97416628,10/15/15,cfbloggers,jQuery UI 1.6 Book Review - http://cfbloggers.org/?c=30631
97412224,10/18/15,iamtony,Just got home from chick-fil-a with the boys. d*** my internets down =( stupid time warner
97401142,10/21/15,ClaystationX,@ims What is AT&amp;T f***ing up?
97394200,10/02/15,plutopup7,"Trouble in Iran, I see. Hmm. Iran. Iran so far away. #flockofseagullsweregeopoliticallycorrect"
97361537,10/09/15,ohmurder,"with the boyfriend, eating a quesadilla"
97336905,10/19/15,MarleyLuv26,Time Warner cable phone reps r dumber than nails!!!!! UGH! Cable was working 10 mins ago now its not WTF!
97314604,12/27/15,Lauren_M,"""MT @TribeAthletics: FOOTBALL FEST IS STILL ON! Follow our route for FREE SHIRTS! More info: https://t.co/TbfHaMYTY4 http://t.co/6DawbGtOwh"""
97277761,10/11/15,YouAnswer,How do you use the twitter API?... http://bit.ly/4VBhH
97270810,10/05/15,Lovely_Lauren,at safeway with dad
97254632,10/01/15,,
97244648,10/07/15,FOLKTALE09,Wat the heck is North Korea doing!!??!! They just conducted powerful nuclear tests! Follow the link: http://www.msnbc.msn.com/id/30921379
97231873,10/21/15,ClaystationX,@ims What is AT&amp;T f***ing up?
97210439,10/07/15,SPReviews,@criticalpath Such an awesome idea - the  continual learning program with a Kindle2  http://bit.ly/1ZLfF
97207142,10/05/15,nfarzan,I'm moving to East Palo Alto!
97200433,10/03/15,JuanGir,LAKERS tonight let's go!!!!
97178609,10/08/15,ZFilth,Gonna go see Bobby Flay 2moro at Shoreline. Eat and drink. Gonna be good.
97174295,10/14/15,popitlockit,"I have a google addiction. Thank you for pointing that out, @annamartin123. Hahaha."
97167348,12/10/15,Dan_R,@Ashley_N nice cpu!  Where'd you get that? #Swem #ServiceYear #wmInAutumn
97141192,10/19/15,evan,Did not realize there is a gym above Safeway!
97107701,10/24/15,hanaho,eating sashimi
97088865,10/13/15,sinostream,http://xi.gs/04FO GM CEO: China will continue to be key partner
97076646,12/29/15,Grayce_A,"@Ashley_N Didn't know you had a new laptop, nice one direction stickers! #onedirection #Swem"
97073331,10/04/15,teagone,@matthewcyan I finally got around to using jquery to make my bio collapse. Yay for slide animations.
97070756,10/05/15,luvslikepi,d*** you North Korea. http://bit.ly/KtMeQ
97064453,10/18/15,robotickilldozr,Lyx is cool.
97063908,10/14/15,pdelsignore,RT @shrop: Awesome JQuery reference book for Coda! http://www.macpeeps.com/coda/ #webdesign
97063497,10/22/15,R0B3rt2,Naive Bayes using EM for Text Cla**ification. Really Frustrating...
97056409,10/20/15,joahs,obviously not siding with Cheney here: http://bit.ly/19j2d
97045760,11/04/15,Julian_S,"""MT @TribeAthletics: FOOTBALL FEST IS STILL ON! Follow our route for FREE SHIRTS! More info: https://t.co/TbfHaMYTY4 http://t.co/6DawbGtOwh"""
97041030,10/22/15,Chang_Z,"""RT @CraigAnzalone: Another exciting example of bold things happening at @williamandmary! #TribePride https://t.co/8HWV1BteiZ"""
97027632,10/21/15,inBlogs,DevSnippets : jQuery Tools - Javascript UI Components for the Web... http://inblogs.org/go/hfuqt
97005997,10/10/15,captain_pete,Reading the tweets coming out of Iran... The whole thing is terrifying and incredibly sad...
97000708,10/17/15,leedscentlib,RT @mashable: Five Things Wolfram Alpha Does Better (And Vastly Different) Than Google - http://bit.ly/6nSnR
96993156,10/22/15,Chet_Lemon,New nike muppet commercials are pretty cute. Why do we live together again?
